Year,Series,Units,Value
2015,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,1.48
2017,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,3.97
2018,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,5.66
2019,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,5.02
2020,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,5.1
2021,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,5.64
2022,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,5.37
2023,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,5.78
2024,Average remittance costs of sending $200 to a receiving country as a proportion of the amount remitted,%,6.6
