Year,Units,Value
2015,"на 100,000 населения",1.7
2016,"на 100,000 населения",2.2
2017,"на 100,000 населения",1.6
2018,"на 100,000 населения",1.2
2019,"на 100,000 населения",1.6
2020,"на 100,000 населения",1.7
2021,"на 100,000 населения",2.0
2022,"на 100,000 населения",1.9
2023,"на 100,000 населения",1.8
