Year,Units,Value
2015,"на 100,000 населения",19.3
2016,"на 100,000 населения",17.4
2017,"на 100,000 населения",23.9
2018,"на 100,000 населения",19.2
2019,"на 100,000 населения",16.4
2020,"на 100,000 населения",13.1
2021,"на 100,000 населения",12.7
2022,"на 100,000 населения",10.3
2023,"на 100,000 населения",8.2
2024,"на 100,000 населения",7.7
