Year,Value,Units
2015,6.9,"per 100,000 population"
2016,6.5,"per 100,000 population"
2017,5.3,"per 100,000 population"
2018,6.0,"per 100,000 population"
2019,5.2,"per 100,000 population"
2020,6.0,"per 100,000 population"
2021,6.4,"per 100,000 population"
2022,6.3,"per 100,000 population"
2023,6.7,"per 100,000 population"
2024,5.9,"per 100,000 population"
