Year,Value,Units
2015,10.4,"per 1,000 life births"
2016,10.1,"per 1,000 life births"
2017,9.6,"per 1,000 life births"
2018,8.7,"per 1,000 life births"
2019,7.5,"per 1,000 life births"
2020,8.2,"per 1,000 life births"
