Year,Value,Units
2015,4422.53,1000 USD
2016,4607.0,1000 USD
2017,11799.49,1000 USD
2018,98302.93,1000 USD
2019,460342.24,1000 USD
2020,4703.12,1000 USD
2021,5090.0,1000 USD
2022,7559.2,1000 USD
2023,5521.4,1000 USD
2024,9842.5,1000 USD
