Year,Value,Units
2014,569,a.v.
2015,600,a.v.
2016,554,a.v.
2017,589,a.v.
2018,647,a.v.
2019,510,a.v.
2020,450,a.v.
2021,557,a.v.
2022,618,a.v.
2023,922,a.v.
