Year,Units,Value
2015,Гг CO₂-эквивалент,11064.06
2016,Гг CO₂-эквивалент,11020.85
2017,Гг CO₂-эквивалент,11380.87
2018,Гг CO₂-эквивалент,11001.25
2019,Гг CO₂-эквивалент,11552.53
2020,Гг CO₂-эквивалент,11694.76
2021,Гг CO₂-эквивалент,12663.81
2022,Гг CO₂-эквивалент,12932.2
