Year,Units,Value
2015,հազ. տոննա,492.8
2016,հազ. տոննա,499.7
2017,հազ. տոննա,493.9
2018,հազ. տոննա,469.9
2019,հազ. տոննա,472.8
2020,հազ. տոննա,573.9
2021,հազ. տոննա,487.4
2022,հազ. տոննա,532.7
2023,հազ. տոննա,433.3
