Year,Units,Value
2015,"այո=1, ոչ=0",1
2016,"այո=1, ոչ=0",1
2017,"այո=1, ոչ=0",1
2018,"այո=1, ոչ=0",1
2019,"այո=1, ոչ=0",1
2020,"այո=1, ոչ=0",1
2021,"այո=1, ոչ=0",1
2022,"այո=1, ոչ=0",1
2023,"այո=1, ոչ=0",1
2024,"այո=1, ոչ=0",1
