Year,Units,Value
2015,"100,000 կենդանածնի հաշվով",19.7
2016,"100,000 կենդանածնի հաշվով",22.3
2017,"100,000 կենդանածնի հաշվով",18.3
2018,"100,000 կենդանածնի հաշվով",20.0
2019,"100,000 կենդանածնի հաշվով",20.8
2020,"100,000 կենդանածնի հաշվով",25.7
2021,"100,000 կենդանածնի հաշվով",33.0
2022,"100,000 կենդանածնի հաշվով",29.3
2023,"100,000 կենդանածնի հաշվով",25.6
2024,"100,000 կենդանածնի հաշվով",17.8
