Year,Units,Value
2015,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)",0.3
2016,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)",0.3
2017,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)",0.28
2018,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)",0.27
2019,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)",0.27
