Year,Units,Value
2015,"1,000 բնակչի հաշվով",0.0
2016,"1,000 բնակչի հաշվով",0.0
2017,"1,000 բնակչի հաշվով",0.0
2018,"1,000 բնակչի հաշվով",0.0
2019,"1,000 բնակչի հաշվով",0.0
2020,"1,000 բնակչի հաշվով",0.0
2021,"1,000 բնակչի հաշվով",0.0
2022,"1,000 բնակչի հաշվով",0.0
2023,"1,000 բնակչի հաշվով",0.0
2024,"1,000 բնակչի հաշվով",0.0
