Year,Units,Series,Value
2016,%,"Սեռական հարաբերությունների, հակաբեղմնավորիչների օգտագործման և վերարտադրողական առողջության պահպանման վերաբերյալ ինքնուրույն տեղեկացված որոշումներ կայացնող կանանց համամասնությունը",61.8
2016,%,Սեռական հարաբերությունների վերաբերյալ ինքնուրույն տեղեկացված որոշումներ կայացնող կանանց համամասնությունը,75.5
2016,%,"Կանանց համամասնությունը, ովքեր ինքնուրույն տեղեկացված որոշումներ են կայացնում հակաբեղմնավորիչ միջոցների օգտագործման վերաբերյալ",83.3
2016,%,Վերարտադրողական առողջության խնամքի վերաբերյալ ինքնուրույն տեղեկացված որոշումներ կայացնող կանանց համամասնությունը,96.0
