Year,Units,Կատեգորիա,Value
2015,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.1327
2016,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.1255
2017,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.0748
2018,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.0706
2019,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.0741
2020,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.0646
2021,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.1097
2022,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.0451
2023,%,Աղքատության նվազեցմանն ուղղված պաշտոնական զարգացման օգնության (ՊԶՕ) դրամաշնորհներ՝ ըստ ստացող երկրների (ՀՆԱ -ի տոկոսով),0.0597
