Year,Units,Value
2015,"100,000 բնակչի հաշվով",6.9
2016,"100,000 բնակչի հաշվով",6.5
2017,"100,000 բնակչի հաշվով",5.3
2018,"100,000 բնակչի հաշվով",6.0
2018,"100,000 բնակչի հաշվով",5.2
2019,"100,000 բնակչի հաշվով",5.2
2020,"100,000 բնակչի հաշվով",6.2
2021,"100,000 բնակչի հաշվով",6.4
2022,"100,000 բնակչի հաշվով",6.3
