Year,Units,Կատեգորիա,Value
2020,%,"Քաղաքների կառուցապատված տարածքի միջին մասնաբաժինը, որը հանրային օգտագործման համար բաց տարածք է բոլորի համար",19.8
2020,%,"Քաղաքային բնակչության միջին մասնաբաժինը, որն ունի բաց հանրային տարածքներին հարմար մուտք",47.2
