Year,Units,Value
2015,Գգ CO₂-ի համարժեքով,11064.06
2016,Գգ CO₂-ի համարժեքով,11020.85
2017,Գգ CO₂-ի համարժեքով,11380.87
2018,Գգ CO₂-ի համարժեքով,11001.25
2019,Գգ CO₂-ի համարժեքով,11552.53
2020,Գգ CO₂-ի համարժեքով,11694.76
2021,Գգ CO₂-ի համարժեքով,12663.81
2022,Գգ CO₂-ի համարժեքով,12932.2
