Year,Value,Units
2015,492.8,тысяч тонн
2016,499.7,тысяч тонн
2017,493.9,тысяч тонн
2018,469.9,тысяч тонн
2019,472.8,тысяч тонн
2020,573.9,тысяч тонн
2021,487.4,тысяч тонн
2022,532.7,тысяч тонн
2023,433.3,тысяч тонн
