Year,Value,Units,Series
2020,0.06,%,"Совокупные прямые экономические потери, понесённые в результате бедствий"
2020,7452653.7,долларов США,Direct agricultural loss attributed to disasters
2020,465918.9,долларов США,Прямые экономические потери от бедствий в соотношении с валовым внутренним продуктом (ВВП)
2020,8188.6,долларов США,"Прямые экономические потери в жилищном секторе, возникшие в результате бедствий"
2020,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением объектов культурного наследия в результате бедствий"
2021,0.1,%,"Совокупные прямые экономические потери, понесённые в результате бедствий"
2021,15084840.8,долларов США,Direct agricultural loss attributed to disasters
2021,571959.8,долларов США,Прямые экономические потери от бедствий в соотношении с валовым внутренним продуктом (ВВП)
2021,6697.5,долларов США,"Прямые экономические потери в жилищном секторе, возникшие в результате бедствий"
2021,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением объектов культурного наследия в результате бедствий"
2022,0.01,%,"Совокупные прямые экономические потери, понесённые в результате бедствий"
2022,1167056.9,долларов США,Direct agricultural loss attributed to disasters
2022,351652.8,долларов США,Прямые экономические потери от бедствий в соотношении с валовым внутренним продуктом (ВВП)
2022,39002.5,долларов США,"Прямые экономические потери в жилищном секторе, возникшие в результате бедствий"
2022,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением объектов культурного наследия в результате бедствий"
2023,0.01,%,"Совокупные прямые экономические потери, понесённые в результате бедствий"
2023,1850069.3,долларов США,Direct agricultural loss attributed to disasters
2023,276292.6,долларов США,Прямые экономические потери от бедствий в соотношении с валовым внутренним продуктом (ВВП)
2023,11452.8,долларов США,"Прямые экономические потери в жилищном секторе, возникшие в результате бедствий"
2023,305.8,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением объектов культурного наследия в результате бедствий"
2024,0.2,%,"Совокупные прямые экономические потери, понесённые в результате бедствий"
2024,14847759.6,долларов США,Direct agricultural loss attributed to disasters
2024,6160984.8,долларов США,Прямые экономические потери от бедствий в соотношении с валовым внутренним продуктом (ВВП)
2024,24491841.0,долларов США,"Прямые экономические потери в жилищном секторе, возникшие в результате бедствий"
2024,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением объектов культурного наследия в результате бедствий"
2024,6209617.6,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением прочих производственных активов в результате бедствий"
2020,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением прочих производственных активов в результате бедствий"
2021,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением прочих производственных активов в результате бедствий"
2022,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением прочих производственных активов в результате бедствий"
2023,0.0,долларов США,"Прямые экономические потери, вызванные повреждением или уничтожением прочих производственных активов в результате бедствий"
