Year,Value,Units
2015,6.9,"на 100,000 населения"
2016,6.5,"на 100,000 населения"
2017,5.3,"на 100,000 населения"
2018,6.0,"на 100,000 населения"
2019,5.2,"на 100,000 населения"
2020,6.0,"на 100,000 населения"
2021,6.4,"на 100,000 населения"
2022,6.3,"на 100,000 населения"
2023,6.7,"на 100,000 населения"
2024,5.9,"на 100,000 населения"
