Year,Value,Units
2015,2.55,доллар США/кубический метр
2016,2.666,доллар США/кубический метр
2017,3.217,доллар США/кубический метр
2018,3.657,доллар США/кубический метр
2019,3.665,доллар США/кубический метр
2020,3.505,доллар США/кубический метр
2021,3.86,доллар США/кубический метр
2022,4.23,доллар США/кубический метр
2023,4.52,доллар США/кубический метр
