Year,Value,Units
2015,0.3,"кг/долл. США (ППС, 2017 г.)"
2016,0.3,"кг/долл. США (ППС, 2017 г.)"
2017,0.28,"кг/долл. США (ППС, 2017 г.)"
2018,0.27,"кг/долл. США (ППС, 2017 г.)"
2019,0.27,"кг/долл. США (ППС, 2017 г.)"
