Year,Value,Units
2015,10.4,"на 1,000 живорожденных"
2016,10.1,"на 1,000 живорожденных"
2017,9.6,"на 1,000 живорожденных"
2018,8.7,"на 1,000 живорожденных"
2019,7.5,"на 1,000 живорожденных"
2020,8.2,"на 1,000 живорожденных"
2021,8.1,"на 1,000 живорожденных"
2022,7.5,"на 1,000 живорожденных"
2023,7.8,"на 1,000 живорожденных"
2024,7.4,"на 1,000 живорожденных"
