Year,Value,Units
2015,1283.4,на миллион населения
2016,1230.5,на миллион населения
2017,1204.3,на миллион населения
2018,1139.8,на миллион населения
2019,1134.9,на миллион населения
2020,1177.8,на миллион населения
2021,1257.8,на миллион населения
2022,1267.0,на миллион населения
2023,1263.0,на миллион населения
