Year,Value,Units
2015,28.0,"на 100,000 населения"
2016,27.1,"на 100,000 населения"
2017,23.0,"на 100,000 населения"
2018,21.0,"на 100,000 населения"
2019,18.3,"на 100,000 населения"
2020,12.6,"на 100,000 населения"
2021,11.8,"на 100,000 населения"
2022,13.1,"на 100,000 населения"
2023,12.2,"на 100,000 населения"
2024,11.9,"на 100,000 населения"
