Year,Value,Units
2015,19.3,"на 100,000 населения"
2016,17.4,"на 100,000 населения"
2017,23.9,"на 100,000 населения"
2018,19.2,"на 100,000 населения"
2019,16.4,"на 100,000 населения"
2020,13.1,"на 100,000 населения"
2021,12.7,"на 100,000 населения"
2022,10.3,"на 100,000 населения"
2023,8.2,"на 100,000 населения"
2024,7.7,"на 100,000 населения"
