Year,Value,Units
2015,19.7,"на 100,000 живорожденных"
2016,22.3,"на 100,000 живорожденных"
2017,18.3,"на 100,000 живорожденных"
2018,20.0,"на 100,000 живорожденных"
2019,20.8,"на 100,000 живорожденных"
2020,25.7,"на 100,000 живорожденных"
2021,33.0,"на 100,000 живорожденных"
2022,29.3,"per 100,000 life births"
2023,25.6,"per 100,000 life births"
