Year,Value,Units
2015,11064.06,Гг CO₂-эквивалент
2016,11020.85,Гг CO₂-эквивалент
2017,11380.87,Гг CO₂-эквивалент
2018,11001.25,Гг CO₂-эквивалент
2019,11552.53,Гг CO₂-эквивалент
2020,11694.76,Гг CO₂-эквивалент
2021,12663.81,Гг CO₂-эквивалент
2022,12932.2,Гг CO₂-эквивалент
