Year,Value,Units
2015,45.0,человек
2016,59.0,человек
2017,57.0,человек
2018,42.0,человек
2019,27.0,человек
2020,24.0,человек
2021,19.0,человек
2022,21.0,человек
2023,19.0,человек
2024,30.0,человек
