Year,Series,Units,Value
2022,Доля безопасно очищенных бытовых сточных вод,%,0.5625
2024,Доля безопасно очищенных бытовых сточных вод,%,0.5564
2022,Общий объем образующихся сточных вод,million m3/year,225.5
2022,Общий объем очищенных сточных вод,million m3/year,112.4
2022,Доля очищенных сточных вод по видам деятельности и местоположению,%,49.8
2022,Общий объем безопасно очищенных сточных вод,million m3/year,0.4
2022,Доля безопасно очищенных сточных вод по видам деятельности и местоположению,%,0.177
