Year,Units,Категория,Value
2020,%,"Средняя доля застроенной территории городов, используемой в качестве открытого пространства для общественного пользования, для всех",19.8
2020,%,"Средняя доля городского населения, имеющего удобный доступ к открытым общественным пространствам",47.2
