Year,Value,Units
2015,8.8,"per 1,000 life births"
2016,8.6,"per 1,000 life births"
2017,8.2,"per 1,000 life births"
2018,7.1,"per 1,000 life births"
2019,6.1,"per 1,000 life births"
2020,7.4,"per 1,000 life births"
2021,6.9,"per 1,000 life births"
2022,6.7,"per 1,000 life births"
2023,6.6,"per 1,000 life births"
2024,6.2,"per 1,000 life births"
