Year,Value,Units
2015,2.55,USD/m3
2016,2.666,USD/m3
2017,3.217,USD/m3
2018,3.657,USD/m3
2019,3.665,USD/m3
2020,3.505,USD/m3
2021,3.86,USD/m3
2022,4.23,USD/m3
2023,4.52,USD/m3
