Year,Value,Units
2015,8.65,mole - H - ion/liter
2016,8.49,mole - H - ion/liter
2017,8.77,mole - H - ion/liter
2018,8.74,mole - H - ion/liter
2019,8.54,mole - H - ion/liter
2020,8.74,mole - H - ion/liter
2021,8.48,mole - H - ion/liter
2022,8.47,mole - H - ion/liter
2023,8.62,mole - H - ion/liter
2024,8.71,mole - H - ion/liter
