Year,Units,Пол,Возраст,Value
2015,чесло,,,39300.0
2015,%,,,8.7
2015,чесло,мужчина,,27300.0
2015,чесло,женщина,,12000.0
2015,чесло,,5-11 лет,11200.0
2015,чесло,,12-15 лет,14000.0
2015,чесло,,16-17 лет,14100.0
