Year,Units,Value
2015,"на 100,000 населения",6.9
2016,"на 100,000 населения",6.5
2017,"на 100,000 населения",5.3
2018,"на 100,000 населения",6.0
2018,"на 100,000 населения",5.2
2019,"на 100,000 населения",5.2
2020,"на 100,000 населения",6.2
2021,"на 100,000 населения",6.4
2022,"на 100,000 населения",6.3
2023,"на 100,000 населения",6.7
