Year,Value,Units
2015,0.3,kg/USD constant 2017 PPP GDP
2016,0.3,kg/USD constant 2017 PPP GDP
2017,0.28,kg/USD constant 2017 PPP GDP
2018,0.27,kg/USD constant 2017 PPP GDP
2019,0.27,kg/USD constant 2017 PPP GDP
